Suburb,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Williamstown,5,h,2040000,S,8,5,3,2,531,288,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,4,h,1412000,SP,8,4,2,4,551,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,2,u,465000,S,8,2,1,1,0,78,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,1810000,PI,8,,,,,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,2,h,855000,S,8,2,1,1,160,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,2,u,550000,SP,8,2,1,2,0,65,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,2,u,490000,S,8,2,1,1,0,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,4,h,1200000,SP,8,4,3,2,183,191,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,1330000,S,8,3,2,2,184,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,4,h,1500000,VB,8,4,3,2,450,,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,4,h,1630000,S,8,4,2,2,260,,Hobsons Bay City Council,Western Metropolitan,6380
Yarraville,3,h,935000,S,7,3,1,0,212,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,990000,S,7,3,1,2,340,119,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,950000,SP,7,2,1,0,94,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,1196000,S,7,2,1,2,451,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,470000,S,7,2,1,1,79,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,1131500,SP,7,3,1,1,248,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,4,h,2035000,S,7,4,2,0,607,201,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,935000,S,7,3,1,0,198,98,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,892000,S,7,3,1,2,449,106.76,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,4,h,985500,S,7,4,1,5,445,139,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,u,650000,SP,7,2,2,2,0,92,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,t,1070000,S,7,3,2,2,257,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,u,397000,S,7,2,1,1,0,68,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,1035000,S,7,2,1,3,469,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,1370000,S,7,3,2,2,389,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,650000,PI,7,2,1,2,304,81,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,820000,PI,7,2,1,0,211,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,750000,PI,7,3,2,1,390,126,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,u,497600,SP,7,2,1,1,0,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,970000,S,7,3,2,0,354,135,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,1256000,S,7,2,1,3,531,111,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,t,1120000,S,7,3,2,0,152,170,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,4,t,930000,PI,7,,,,,,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,1425000,PI,7,3,3,2,305,220,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,872500,SP,7,3,1,2,189,85,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,4,h,1455000,S,7,4,1,1,328,140,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,1,u,331000,S,7,1,1,1,0,54,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,950000,S,7,3,2,2,287,210.68,Maribyrnong City Council,Western Metropolitan,6543
Abbotsford,3,h,1800000,SP,2.5,,,,,,Yarra City Council,Northern Metropolitan,4019
Abbotsford,3,h,1000000,SP,2.5,3,1,0,198,98,Yarra City Council,Northern Metropolitan,4019
Abbotsford,2,h,1271000,S,2.5,,,,,,Yarra City Council,Northern Metropolitan,4019
Abbotsford,2,h,745000,SP,2.5,,,,,,Yarra City Council,Northern Metropolitan,4019
Abbotsford,2,u,870000,S,2.5,2,2,1,0,86,Yarra City Council,Northern Metropolitan,4019
Abbotsford,3,t,1270000,S,2.5,,,,,,Yarra City Council,Northern Metropolitan,4019
Abbotsford,2,h,1050000,S,2.5,2,1,0,129,128,Yarra City Council,Northern Metropolitan,4019
Abbotsford,2,h,1242000,S,2.5,2,1,1,249,98,Yarra City Council,Northern Metropolitan,4019
Abbotsford,3,h,1165000,S,2.5,3,2,0,92,114,Yarra City Council,Northern Metropolitan,4019
Airport West,3,h,872500,S,13.5,3,1,1,594,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,720000,S,13.5,3,2,2,305,136,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,866000,S,13.5,,,,,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,905000,S,13.5,,,,,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,985000,S,13.5,3,1,1,841,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,510000,VB,13.5,3,1,1,488,217,Moonee Valley City Council,Western Metropolitan,3464
Airport West,2,u,480000,VB,13.5,2,1,1,128,92,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,t,723000,S,13.5,,,,,,Moonee Valley City Council,Western Metropolitan,3464
Albion,3,h,800000,S,13.9,4,2,5,689,128,Brimbank City Council,Western Metropolitan,2185
Albion,2,u,420000,S,13.9,2,1,1,192,88,Brimbank City Council,Western Metropolitan,2185
Albion,3,h,700000,S,13.9,3,1,2,697,,Brimbank City Council,Western Metropolitan,2185
Albion,3,u,580000,PI,13.9,3,2,2,250,129,Brimbank City Council,Western Metropolitan,2185
Albion,1,u,200000,VB,13.9,1,1,1,1175,35,Brimbank City Council,Western Metropolitan,2185
Albion,3,h,621000,S,13.9,3,1,3,547,140,Brimbank City Council,Western Metropolitan,2185
Albion,3,u,600000,SA,13.9,3,1,1,181,129,Brimbank City Council,Western Metropolitan,2185
Altona,3,h,840000,SP,13.8,3,1,2,577,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,925000,S,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5,h,1480000,SP,13.8,5,3,4,725,201,Hobsons Bay City Council,Western Metropolitan,5301
Altona,5,h,1850000,S,13.8,,,,,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,t,600000,SP,13.8,2,1,2,190,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,2,t,597500,S,13.8,2,1,2,178,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,3,h,1165000,S,13.8,3,1,2,700,,Hobsons Bay City Council,Western Metropolitan,5301
Altona,4,h,1295000,S,13.8,3,1,2,725,,Hobsons Bay City Council,Western Metropolitan,5301
Ashburton,2,h,1450000,S,11,2,1,1,627,,Boroondara City Council,Southern Metropolitan,3052
Ashburton,2,u,925000,S,11,2,1,2,257,,Boroondara City Council,Southern Metropolitan,3052
Ashburton,4,h,2220000,S,11,4,3,2,480,244,Boroondara City Council,Southern Metropolitan,3052
Ashburton,3,h,1510000,S,11,,,,,,Boroondara City Council,Southern Metropolitan,3052
Ashburton,3,h,1912500,S,11,3,2,2,869,,Boroondara City Council,Southern Metropolitan,3052
Ashburton,4,h,2085000,PI,11,4,2,2,705,,Boroondara City Council,Southern Metropolitan,3052
Balwyn,3,h,1380000,S,9.7,3,2,1,548,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,u,830000,PI,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,2,u,850000,S,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,h,1135000,S,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,h,2000000,S,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,2,u,825000,PI,9.7,2,2,2,288,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,u,1300000,S,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,h,1670000,PI,9.7,3,1,1,534,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,t,1680000,S,9.7,3,3,1,329,178,Boroondara City Council,Southern Metropolitan,5682
Balwyn,3,h,1525000,S,9.7,,,,,,Boroondara City Council,Southern Metropolitan,5682
Brooklyn,2,u,347500,SP,10.9,,,,,,Brimbank City Council,Western Metropolitan,962
Brooklyn,3,t,599999,SP,10.9,,,,,,Brimbank City Council,Western Metropolitan,962
Brooklyn,3,h,750000,S,10.9,3,1,2,667,,Brimbank City Council,Western Metropolitan,962
Brooklyn,2,h,1005000,S,10.9,2,1,2,780,156,Brimbank City Council,Western Metropolitan,962
Carlton,3,u,1520000,S,1.8,3,2,2,214,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,t,960000,VB,1.8,2,2,1,0,90,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,995000,S,1.8,2,2,1,0,110,Melbourne City Council,Northern Metropolitan,6786
Carlton,1,u,490000,S,1.8,1,1,1,0,51,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,500000,VB,1.8,2,1,1,4076,,Melbourne City Council,Northern Metropolitan,6786
Eaglemont,4,h,1750000,VB,10.3,4,2,2,707,217,Banyule City Council,Eastern Metropolitan,1651
Eaglemont,5,h,2710000,PI,10.3,5,3,2,1001,,Banyule City Council,Eastern Metropolitan,1651
East Melbourne,1,u,503000,S,1.5,1,1,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,810000,S,1.5,2,1,1,944,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,4,h,4275000,S,1.5,4,2,2,326,,Melbourne City Council,Northern Metropolitan,3040
Elsternwick,1,u,385000,S,8.5,1,1,1,1851,,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,3,t,850000,VB,8.5,3,2,2,114,145,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,2,u,740000,SP,8.5,2,1,1,0,97,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,2,u,640000,SP,8.5,,,,,,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,3,h,1940000,S,8.5,3,2,2,439,,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,3,h,1800000,S,8.5,,,,,,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,2,u,595000,S,8.5,2,1,1,0,,Glen Eira City Council,Southern Metropolitan,4898
Elsternwick,2,u,632500,S,8.5,2,1,1,0,76,Glen Eira City Council,Southern Metropolitan,4898
Elwood,2,u,687000,SP,7.7,2,1,1,1912,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,1260000,S,7.7,2,2,2,626,125,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,695000,S,7.7,2,1,1,845,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,747500,S,7.7,,,,,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,3,u,950000,S,7.7,3,1,1,0,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,1,u,360000,S,7.7,1,1,0,0,39.5,Port Phillip City Council,Southern Metropolitan,8989
Elwood,3,h,1875000,VB,7.7,3,2,2,270,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,642000,S,7.7,2,1,0,0,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,3,h,1520000,S,7.7,3,2,1,362,138,Port Phillip City Council,Southern Metropolitan,8989
Elwood,5,h,2275000,S,7.7,5,2,1,399,,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,800000,SP,7.7,2,2,2,0,92,Port Phillip City Council,Southern Metropolitan,8989
Elwood,2,u,500000,SA,7.7,2,1,1,0,76,Port Phillip City Council,Southern Metropolitan,8989
Elwood,1,u,490000,VB,7.7,1,1,1,0,53,Port Phillip City Council,Southern Metropolitan,8989
Essendon North,4,h,1291000,S,9.4,4,2,2,521,157,Moonee Valley City Council,Western Metropolitan,1308
Essendon North,2,t,692500,S,9.4,,,,,,Moonee Valley City Council,Western Metropolitan,1308
Essendon North,2,u,667500,S,9.4,,,,,,Moonee Valley City Council,Western Metropolitan,1308
Essendon North,2,t,810000,S,9.4,2,2,1,175,,Moonee Valley City Council,Western Metropolitan,1308
Essendon North,2,u,415500,S,9.4,2,1,1,82,,Moonee Valley City Council,Western Metropolitan,1308
Essendon North,3,h,812000,S,9.4,,,,,,Moonee Valley City Council,Western Metropolitan,1308
Fitzroy,2,t,1100000,VB,1.6,2,2,1,81,136,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,t,1350000,S,1.6,2,1,2,6261,117,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,u,600000,VB,1.6,2,1,1,2122,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,u,1320000,S,1.6,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,h,1350000,VB,1.6,2,1,0,131,110,Yarra City Council,Northern Metropolitan,5825
Fitzroy,3,h,2725000,S,1.6,3,2,1,0,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,3,u,1300000,VB,1.6,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,u,745000,SP,1.6,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,t,1050000,S,1.6,2,1,1,87,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,3,h,1326000,S,1.6,3,2,2,718,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,h,1200000,SP,1.6,2,1,0,63,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,u,880000,S,1.6,,,,,,Yarra City Council,Northern Metropolitan,5825
Fitzroy,2,u,681500,SP,1.6,2,1,1,0,,Yarra City Council,Northern Metropolitan,5825
Gowanbrae,3,h,680000,S,13.6,3,2,1,277,168,Moreland City Council,Western Metropolitan,1071
Gowanbrae,3,h,741000,S,13.6,3,2,2,585,,Moreland City Council,Western Metropolitan,1071
Gowanbrae,4,h,990000,S,13.6,4,2,2,702,170,Moreland City Council,Western Metropolitan,1071
Gowanbrae,4,h,970000,S,13.6,4,2,3,737,265,Moreland City Council,Western Metropolitan,1071
Jacana,3,h,485000,SP,14.5,3,1,2,630,105.23,Hume City Council,Northern Metropolitan,851
Jacana,4,h,610000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,851
Jacana,4,h,618000,S,14.5,4,1,2,604,,Hume City Council,Northern Metropolitan,851
Jacana,3,t,480000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,851
Jacana,3,h,515000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,851
Keilor Park,4,h,760000,S,14.5,,,,,,Brimbank City Council,Western Metropolitan,1119
Keilor Park,3,u,616000,S,14.5,3,1,2,431,,Brimbank City Council,Western Metropolitan,1119
Keilor Park,3,h,773000,S,14.5,3,2,2,650,150,Brimbank City Council,Western Metropolitan,1119
Kensington,1,u,355000,SP,4.2,1,1,1,2581,,Melbourne City Council,Northern Metropolitan,5263
Kensington,1,t,425000,SA,4.2,1,1,1,0,46,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,535000,SP,4.2,2,2,1,2592,70,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,500000,S,4.2,2,1,1,0,86,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,525000,VB,4.2,2,1,1,0,73,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,h,1110000,S,4.2,2,1,0,155,,Melbourne City Council,Northern Metropolitan,5263
Kensington,3,t,917500,S,4.2,3,1,1,98,101,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,730000,SP,4.2,2,2,1,2135,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,t,811000,SP,4.2,2,1,0,113,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,t,717000,S,4.2,,,,,,Melbourne City Council,Northern Metropolitan,5263
Kensington,3,h,1190000,S,4.2,3,2,1,180,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,h,903000,S,4.2,2,1,0,184,,Melbourne City Council,Northern Metropolitan,5263
Kensington,3,h,902500,S,4.2,3,1,1,0,125,Melbourne City Council,Northern Metropolitan,5263
Kensington,4,h,1817000,SP,4.2,4,2,1,309,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,528000,S,4.2,2,1,1,0,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,h,1000000,VB,4.2,2,1,0,159,,Melbourne City Council,Northern Metropolitan,5263
Kensington,1,u,380000,VB,4.2,1,1,1,2592,,Melbourne City Council,Northern Metropolitan,5263
Kensington,4,h,1817000,SP,4.2,4,2,1,309,,Melbourne City Council,Northern Metropolitan,5263
Middle Park,3,h,1420000,S,4.1,3,1,0,112,,Port Phillip City Council,Southern Metropolitan,2019
Middle Park,2,h,1335000,S,4.1,2,1,1,107,,Port Phillip City Council,Southern Metropolitan,2019
Middle Park,2,h,1300000,S,4.1,2,1,0,132,80,Port Phillip City Council,Southern Metropolitan,2019
Middle Park,4,h,2860000,S,4.1,4,3,2,160,,Port Phillip City Council,Southern Metropolitan,2019
Middle Park,3,h,1630000,S,4.1,3,1,0,143,,Port Phillip City Council,Southern Metropolitan,2019
Middle Park,3,h,2250000,VB,4.1,3,2,1,148,146,Port Phillip City Council,Southern Metropolitan,2019
Moorabbin,2,h,1035000,S,14.6,2,1,1,593,,Kingston City Council,Southern Metropolitan,2555
Moorabbin,3,h,1321000,S,14.6,3,1,2,688,,Kingston City Council,Southern Metropolitan,2555
Moorabbin,2,t,742500,S,14.6,2,1,1,179,101,Kingston City Council,Southern Metropolitan,2555
Moorabbin,3,h,860000,SA,14.6,3,1,2,601,104,Kingston City Council,Southern Metropolitan,2555
North Melbourne,3,h,2161000,S,2.3,3,2,1,230,245,Melbourne City Council,Northern Metropolitan,6821
North Melbourne,3,h,1485000,S,2.3,3,1,1,198,95,Melbourne City Council,Northern Metropolitan,6821
North Melbourne,2,t,755000,PI,2.3,2,1,1,1537,81,Melbourne City Council,Northern Metropolitan,6821
North Melbourne,2,h,940000,S,2.3,2,1,0,89,65,Melbourne City Council,Northern Metropolitan,6821
Oakleigh South,3,t,825000,S,14.7,,,,,,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,3,h,770000,S,14.7,3,1,1,590,132,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,3,h,985100,S,14.7,3,1,2,621,,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,4,h,1410000,S,14.7,4,2,4,590,161,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,3,u,815000,S,14.7,3,1,2,393,,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,4,h,1205500,S,14.7,4,2,2,553,,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,3,h,1042500,S,14.7,3,1,4,658,146,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,3,h,799999,S,14.7,3,2,4,590,135,Kingston City Council,South-Eastern Metropolitan,3692
Oakleigh South,5,h,1200000,PI,14.7,5,2,2,532,,Kingston City Council,South-Eastern Metropolitan,3692
South Kingsville,3,h,905000,S,9.1,,,,,,Hobsons Bay City Council,Western Metropolitan,984
South Kingsville,3,t,815000,S,9.1,3,2,2,148,,Hobsons Bay City Council,Western Metropolitan,984
South Kingsville,2,u,321000,SP,9.1,2,1,1,0,,Hobsons Bay City Council,Western Metropolitan,984
South Kingsville,3,h,995000,S,9.1,3,1,0,669,,Hobsons Bay City Council,Western Metropolitan,984
South Kingsville,3,h,1290000,S,9.1,3,1,3,715,,Hobsons Bay City Council,Western Metropolitan,984
South Kingsville,2,u,300000,PI,9.1,2,1,1,0,,Hobsons Bay City Council,Western Metropolitan,984
Southbank,2,u,505000,S,1.2,2,1,1,0,,Melbourne City Council,Southern Metropolitan,8400
Southbank,2,u,595000,S,1.2,2,1,1,0,75,Melbourne City Council,Southern Metropolitan,8400
Southbank,2,u,580000,VB,1.2,2,1,1,0,79,Melbourne City Council,Southern Metropolitan,8400
Southbank,2,u,580000,SA,1.2,2,1,1,0,70,Melbourne City Council,Southern Metropolitan,8400
Spotswood,3,h,1320000,S,7.7,3,1,3,738,,Hobsons Bay City Council,Western Metropolitan,1223
Spotswood,1,u,380000,S,7.7,1,1,1,89,37,Hobsons Bay City Council,Western Metropolitan,1223
Spotswood,3,h,1100000,SP,7.7,3,1,0,305,115,Hobsons Bay City Council,Western Metropolitan,1223
Spotswood,3,u,660000,S,7.7,3,1,1,221,120,Hobsons Bay City Council,Western Metropolitan,1223
Toorak,2,u,867000,S,4.6,2,1,1,1087,,Stonnington City Council,Southern Metropolitan,7217
Toorak,1,u,552000,S,4.6,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,655000,S,4.6,2,1,1,1816,105,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,u,840000,S,4.6,3,1,1,1678,94,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,1010000,PI,4.6,2,2,2,586,119,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,650000,S,4.6,2,1,0,0,,Stonnington City Council,Southern Metropolitan,7217
Toorak,1,u,650000,VB,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,h,2400000,PI,4.6,3,2,1,224,,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,h,3805000,S,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7217
Toorak,4,h,3600000,PI,4.6,4,2,2,815,,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,750000,PI,4.6,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7217
Toorak,1,u,247500,SA,4.6,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7217
Toorak,4,h,5733000,S,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,t,1320000,S,4.6,3,2,1,3,131,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,u,922500,S,4.6,3,1,2,4657,,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,760000,S,4.6,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7217
Williamstown North,2,u,546000,S,8.9,2,1,1,2023,,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,3,t,670000,VB,8.9,3,2,2,146,141,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,3,h,1070000,PI,8.9,3,2,5,442,249,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,3,h,1575000,S,8.9,3,1,1,860,160,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,4,h,1520000,SP,8.9,4,2,3,560,,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,3,t,720000,SP,8.9,3,2,2,146,141,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,4,h,1175000,S,8.9,,,,,,Hobsons Bay City Council,Western Metropolitan,802
Williamstown North,3,h,1045000,S,8.9,3,2,3,526,159,Hobsons Bay City Council,Western Metropolitan,802
Windsor,2,u,585000,S,5.1,2,1,1,0,79,Port Phillip City Council,Southern Metropolitan,4380
Windsor,2,u,690000,S,5.1,2,1,1,0,,Port Phillip City Council,Southern Metropolitan,4380
Windsor,2,u,854000,SP,5.1,2,1,1,774,90,Port Phillip City Council,Southern Metropolitan,4380
Windsor,1,h,900000,VB,5.1,1,1,1,160,,Port Phillip City Council,Southern Metropolitan,4380
Windsor,1,u,350000,SP,5.1,1,1,0,0,48,Port Phillip City Council,Southern Metropolitan,4380
Yallambie,4,h,955000,PI,15,,,,,,Banyule City Council,Northern Metropolitan,1369
Yallambie,3,h,721500,S,15,3,1,1,594,,Banyule City Council,Northern Metropolitan,1369
Yallambie,5,h,1060000,S,15,5,2,2,627,232,Banyule City Council,Northern Metropolitan,1369
Yallambie,4,h,780250,SP,15,,,,,,Banyule City Council,Northern Metropolitan,1369
Yallambie,3,h,984000,S,15,3,2,2,552,,Banyule City Council,Northern Metropolitan,1369
Balaclava,2,u,450000,SP,6.6,2,1,1,0,50,Port Phillip City Council,Southern Metropolitan,2952
Balaclava,2,u,490000,VB,6.6,2,1,0,601,,Port Phillip City Council,Southern Metropolitan,2952
Balaclava,1,u,440000,S,6.6,1,1,0,0,,Port Phillip City Council,Southern Metropolitan,2952
Essendon West,3,h,1406000,S,9.8,3,1,1,34,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,1305000,S,9.8,3,1,2,147,,Moonee Valley City Council,Western Metropolitan,588
Kingsbury,3,u,488000,S,12.4,3,1,1,260,150,Darebin City Council,Northern Metropolitan,1414
West Melbourne,3,h,1750000,S,1.9,3,1,1,160,,Melbourne City Council,Northern Metropolitan,2230
West Melbourne,2,t,1013000,S,1.9,2,2,1,0,130,Melbourne City Council,Northern Metropolitan,2230
West Melbourne,3,t,1171000,S,1.9,3,2,1,650,,Melbourne City Council,Northern Metropolitan,2230
West Melbourne,2,h,1053000,S,1.9,2,1,0,147,,Melbourne City Council,Northern Metropolitan,2230
West Melbourne,1,u,295000,SP,1.9,1,1,1,0,,Melbourne City Council,Northern Metropolitan,2230
Campbellfield,3,h,445000,S,14.5,3,1,2,534,,Hume City Council,Northern Metropolitan,1889
Caulfield East,2,t,910000,SP,9.3,,,,,,Glen Eira City Council,Southern Metropolitan,608
Travancore,2,u,360000,SP,5.3,2,1,1,0,51,Moonee Valley City Council,Western Metropolitan,1052
Abbotsford,3,h,1350000,S,3,,,,,,Yarra City Council,Northern Metropolitan,4019
Airport West,3,h,858000,SP,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,2,u,593000,S,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,640000,S,10.4,3,1,2,219,101.37,Moonee Valley City Council,Western Metropolitan,3464
Airport West,3,h,961000,S,10.4,3,1,2,717,,Moonee Valley City Council,Western Metropolitan,3464
Albert Park,2,h,1535000,S,3,2,1,0,171,,Port Phillip City Council,Southern Metropolitan,3280
Albion,3,h,570000,S,10.5,3,1,0,423,142,Brimbank City Council,Western Metropolitan,2185
Alphington,4,h,2345000,S,5.7,4,2,2,803,,Darebin City Council,Northern Metropolitan,2211
Altona North,3,h,900000,S,9.4,3,1,2,672,110,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,2,t,650000,SP,9.4,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Ardeer,2,h,480000,S,12.8,,,,,,Brimbank City Council,Western Metropolitan,1281
Armadale,5,h,5200000,SP,6.3,5,3,3,761,,Stonnington City Council,Southern Metropolitan,4836
Ascot Vale,3,h,950000,S,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ashwood,3,h,1225000,S,10.2,3,1,2,770,,Monash City Council,Southern Metropolitan,2894
Attwood,5,h,1025000,S,16.5,,,,,,Hume City Council,Northern Metropolitan,1130
Avondale Heights,3,u,622000,S,9.5,3,1,1,204,,Moonee Valley City Council,Western Metropolitan,4502
Avondale Heights,3,h,825000,SP,9.5,3,1,4,603,,Moonee Valley City Council,Western Metropolitan,4502
Balwyn,4,h,1475000,PI,7.9,4,3,5,380,,Boroondara City Council,Southern Metropolitan,5682
Balwyn,5,h,3050000,VB,7.9,,,,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn North,5,h,2160000,S,9.7,5,1,2,860,,Boroondara City Council,Southern Metropolitan,7809
